peak_id,peak_name,host_contries,height_m,height_ft,location,region,climb_status,is_open,is_unlisted,is_trekking,trek_year,first_asc_yr,first_asc_season,first_asc_date,countries,first_summiters
ACHN,Aichyn,Nepal only,6055,19865,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2015,Autumn,Sep 03,Japan,"Hiroki Senda, et al"
AGLE,Agole East,Nepal only,6675,21900,Rolwaling,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
AMAD,Ama Dablam,Nepal only,6814,22356,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1961,Spring,Mar 13,"New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward"
AMOT,Amotsang,Nepal only,6393,20974,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2019,Autumn,Oct 24,Germany,Jost Kobusch
AMPG,Amphu Gyabjen,Nepal only,5630,18471,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1953,Spring,Apr 11,UK,"John Hunt, Tom Bourdillon"
AMPH,Amphu I,Nepal only,6740,22113,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2013,Autumn,Oct 09,S Korea,"Ahn Il-Evn, An Chi-Young, Kim Young-Mi, Oh Young-Hoon"
AMPM,Amphu Middle,Nepal only,6202,20348,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,1,0,0,2008,Spring,Apr 20,Germany,"Olaf Rieck, Alexander Graeber"
ANID,Anidesh Chuli,Nepal only,6808,22336,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
ANN1,Annapurna I,Nepal only,8091,26545,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1950,Spring,Jun 03,France,"Maurice Herzog, Louis Lachenal"
ANN2,Annapurna II,Nepal only,7937,26040,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1960,Spring,May 17,"UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa"
ANN3,Annapurna III,Nepal only,7555,24787,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1961,Spring,May 06,India,"Mohan S. Kohli, Sonam Gyatso, Sonam Girmi"
ANN4,Annapurna IV,Nepal only,7525,24688,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1955,Spring,May 30,W Germany,"Heinz Steinmetz, Harald Biller, Juergen Wellenkamp"
ANNE,Annapurna I East,Nepal only,8026,26332,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1974,Spring,Apr 29,Spain,"Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad"
ANNM,Annapurna I Middle,Nepal only,8051,26414,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1980,Autumn,Oct 03,W Germany,"Udo Boening, Ludwig Greissl, Heinz Oberrauch"
ANNS,Annapurna South,Nepal only,7219,23684,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1964,Autumn,Oct 15,"Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa"
APIM,Api Main,Nepal only,7132,23399,Api/Byas Risi/Guras,Far West-Kanjiroba,Climbed,1,0,0,0,1960,Spring,May 10,"Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa"
APIW,Api West,Nepal only,7076,23215,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
ARDN,Ardang,Nepal only,6034,19797,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2019,Autumn,Nov 13,Canada,"Bryce Brown, Sunny Twelker"
ARNK,Arniko Chuli,Nepal & China,6034,19797,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,1,0,0,0,2002,Summer,Jul 10,"Japan, Nepal","Tamotsu Ohnishi, Ang Phurba Sherpa, Dikki Sherpa"
ASAJ,Asajya Tuppa,Nepal & China,6265,20554,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
BAMO,Bamongo,Nepal & China,6406,21017,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2013,Autumn,Oct 30,"Nepal, China","Mingma Gyalje Sherpa, Yong Liu, Pema Chhiring/Chhiri Sherpa"
BARU,Baruntse,Nepal only,7152,23465,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Spring,May 29,New Zealand,"Colin Todd, Geoff Harrow"
BAUD,Baudha,Nepal only,6672,21890,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,1970,Spring,May 02,Japan,"Yoshiyuki Kobayashi, Kiyoyasu Shibata"
BEDG,Beding Go,Nepal & China,6125,20095,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2015,Autumn,Oct 21,"Nepal, Canada, Brazil, Ireland","Mingma Tshering/Tsiri Sherpa, Dean Carriere, Dino De Almeida Camargo, Cian O'Brolchain, Nima Gyalzen Sherpa, Pasang Tenzing Sherpa, Tshering Pemba Sherpa"
BHEM,Bhemdang Ri,Nepal only,6150,20177,Langtang,Langtang-Jugal,Climbed,1,0,0,0,1964,Spring,May 10,"Japan, Nepal","Tetsuya Kondo, Soshiro Sasaki, Mingma Tshering Sherpa"
BHRI,Bhrikuti,Nepal only,6476,21247,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1982,Spring,May 18,"Japan, Nepal","Takashi Sakuma, Masanobu Tsuchiya, Tashi Jangbu Sherpa"
BHRS,Bhrikuti Shail,Nepal & China,6361,20869,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2005,Spring,May 16,"France, Nepal","Paulo Grobel, Denis Flaven, Bikram Singh"
BHUL,Bhulu Lhasa,Nepal only,6102,20020,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,1964,Autumn,Oct 31,"UK, Nepal","John Tyson, John Cole, Robert Kendall, Mingma Sherpa"
BIJO,Bijora Hiunchuli,Nepal only,6111,20049,Kanjiroba,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
BOBA,Bobaye,Nepal only,6808,22336,Api/Byas Risi/Guras,Far West-Kanjiroba,Climbed,1,0,0,0,1996,Autumn,Nov 02,Slovenia,Tomaz Humar
BOKT,Boktoh,Nepal only,6114,20059,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,0,0,1,0,1991,Spring,Apr 10,Yugoslavia,"Marko Prezelj, Uros Rupar, Andrej Stremfelj"
BTAK,Bhairab Takura,Nepal & China,6799,22306,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1960,Spring,May 07,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)"
BURK,Burke Kang,Nepal & China,6942,22776,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2017,Autumn,Oct 05,"Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa"
CBAM,Chhopa Bamare,Nepal & China,6109,20043,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2019,Winter,Feb 28,"USA, France","John Kelley, Benjamin Billet"
CHAB,Chabuk,Nepal & China,6792,22283,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CHAG,Chago,Nepal & China,6893,22615,Makalu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Spring,May 29,"New Zealand, Nepal","Michael Ball, Urkien Sherpa"
CHAK,Chako,Nepal only,6704,21995,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2007,Summer,Jul 24,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama"
CHAM,Chamlang,Nepal only,7321,24019,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1962,Spring,May 31,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)"
CHAN,Changla,Nepal & China,6563,21532,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2010,Autumn,Sep 27,Japan,"Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi"
CHAW,Chaw Peak,Nepal & China,6404,21010,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CHEK,Chekigo,Nepal & China,6121,20082,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,0,0,1,2002,2005,Spring,May 15,"UK, Switzerland","Bruce Normand, Oliver von Rotz"
CHEO,Cheo Himal,Nepal & China,6820,22375,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1991,Autumn,Oct 13,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa"
CHIV,Chhiv Himal,Nepal only,6650,21818,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2004,Autumn,Sep 18,Japan,"Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga"
CHKA,Chamar Kang,Nepal only,6060,19882,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,0,1,0,0,2007,Autumn,Sep 21,"Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa"
CHMN,Chamar North,Nepal only,7165,23507,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1953,Spring,Jun 05,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa"
CHMR,Chamar,Nepal only,7161,23494,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
CHND,Chandi Himal,Nepal & China,6142,20151,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CHNG,Changdi,Nepal & China,6623,21729,Kanti/Palchung,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CHOB,Chobuje,Nepal only,6686,21936,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1972,Spring,Apr 24,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder"
CHOL,Cholatse,Nepal only,6423,21073,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,0,1,2002,1982,Spring,Apr 22,"USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor"
CHOP,Cho Polu,Nepal only,6700,21982,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1984,Autumn,Nov,Spain,Nil Bohigas Martorell
CHOY,Cho Oyu,Nepal & China,8188,26864,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Autumn,Oct 19,"Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHRE,Churen Himal East,Nepal only,7371,24183,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Spring,Apr 29,"S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa"
CHRI,Chhukung Ri,Nepal only,5550,18209,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,0,1,2002,1965,Spring,May,Netherlands,Johannes Adolf Noordijk
CHRW,Churen Himal West,Nepal only,7371,24183,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Autumn,Oct 28,"Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa"
CHUB,Chhuboche,Nepal only,5606,18392,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2013,Autumn,Nov 16,UK,"Brian Jackson, Hugh Wrightson, Pasang Sherpa, Tendi Wangya"
CHUG,Chukyima Go,Nepal only,6258,20531,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2014,Autumn,Nov 12,Slovenia,"Domen Kastelic, Sam Hennessey"
CHUK,Chhukung Tse,Nepal only,5833,19137,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,0,1,0,1953,Spring,Apr 03,"UK, Nepal","John Hunt, Tenzing Norgay Sherpa"
CHUL,Chulu Central,Nepal only,6584,21601,Damodar,Annapurna-Damodar-Peri,Climbed,0,0,1,1978,1955,Spring,Jul 23,W Germany,"Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp"
CHUM,Chumbu,Nepal only,6859,22503,Khumbu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CHUR,Churen Himal Central,Nepal only,7385,24229,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Autumn,Oct 24,Japan,"Masayoshi Fukui, Kozo Hasegawa"
CHUW,Chulu West,Nepal only,6419,21060,Damodar,Annapurna-Damodar-Peri,Climbed,0,0,1,1978,1952,Autumn,Oct 23,Japan,"Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi"
CHWT,Changwathang,Nepal only,6130,20112,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2000,Summer,Jun 28,"Japan, Nepal","Tamotsu Ohnishi, Koji Mizutani, Nobuo Akayama, Takehiko Yanagihara, Chuldim Nuru Sherpa, Dawa Sherpa"
CPHU,Chhochenphu Himal,Nepal only,6260,20538,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
CTSE,Changtse,China only,7583,24879,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,1,0,0,1982,Spring,Oct 14,W Germany,Udo Zehetleitner
DANG,Danga,Nepal only,6220,20407,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,2002,Autumn,Oct 20,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne"
DANS,Danphe Shail,Nepal & China,6103,20023,Kanti/Palchung,Far West-Kanjiroba,Climbed,1,0,0,0,2017,Autumn,Oct 05,"France, Nepal","Sonia Baillif, Etienne De Fleurian, Laurence De Fleurian, Paulo Grobel, Jean Males, Etienne Principaud, Bernard Vallet, Dipen Bhote, Dhan Magar, Anil Rai"
DGAR,Dhaulagari,Nepal only,6638,21778,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
DHA1,Dhaulagiri I,Nepal only,8167,26795,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1960,Spring,May 13,"Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa"
DHA2,Dhaulagiri II,Nepal only,7751,25430,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1971,Spring,May 18,"Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa"
DHA3,Dhaulagiri III,Nepal only,7715,25312,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1973,Autumn,Oct 20,W Germany,"Klaus Schreckenbach, Gerhard Haberl, Hans Saler"
DHA4,Dhaulagiri IV,Nepal only,7661,25135,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1975,Spring,May 09,Japan,"Shiro Kawazu, Etsuro Yasuda"
DHA5,Dhaulagiri V,Nepal only,7618,24993,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1975,Spring,May 01,"Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa"
DHA6,Dhaulagiri VI,Nepal only,7268,23845,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Spring,Apr 17,Japan,"Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura"
DHAM,Dhampus,Nepal only,6012,19724,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,1,0,0,0,1960,Spring,Apr,Austria,Kurt Diemberger
DHEC,Dhechyan Khang,Nepal & China,6019,19747,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2018,Spring,May 05,"Austria, Germany, Nepal","Wolfgang Drexler, Martin Thallmair, Lawang Tamang, Yokachi Tamang"
DING,Dingjung North,Nepal & China,6249,20502,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1955,Spring,May 16,UK,"Peter Boultbee, Dennis Davis"
DINS,Dingjung Ri,Nepal & China,6196,20328,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2008,Spring,Mar 15,Japan,"Kenro Nakajima, Hiroki Yamamoto"
DOGA,Dogari,Nepal only,6536,21444,Dhaulagiri,Dhaulagiri-Mukut,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
DOLM,Dolma Khang,Nepal & China,6332,20774,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1980,Spring,Apr 11,"Australia, Nepal","Graham Brammer, Paul Richards, Shambu Tamang"
DOMK,Dome Kang,Nepal & India,7264,23832,Jongsang,Kangchenjunga-Janak,Climbed,1,0,0,0,2009,Spring,Apr 28,"Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa"
DOMO,Domo,Nepal & India,7447,24432,Jongsang,Kangchenjunga-Janak,Climbed,0,1,0,0,1930,Spring,Jun 08,"Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa"
DORJ,Dorje Lhakpa,Nepal only,6966,22854,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1981,Autumn,Oct 18,"Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa"
DRAG,Dragmorpa Ri,Nepal & China,6185,20292,Langtang,Langtang-Jugal,Climbed,1,0,0,0,2013,Spring,May 30,Russia,Roman Gretzky
DRAN,Drangnag Ri,Nepal only,6757,22169,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1995,Spring,Apr 30,"Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa"
DROM,Drohmo,Nepal only,6881,22575,Jongsang,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Main summit unclimbed
DUDH,Dudh Kundali,Nepal only,6045,19833,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,1953,Autumn,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa"
DWIJ,Dwijen Himal,Nepal & China,6169,20240,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
DZA2,Dzanye II,Nepal & China,6318,20728,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,2015,Autumn,Oct 04,Japan,"Takanori Mashimo, Kotaro Myatsu, Kenta Kimura, Shinnosuke Ashikari, Shun Katsurai, Takehiro Nozawa"
DZAN,Dzanye,Nepal & China,6581,21591,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,1949,Spring,Jun 30,Switzerland,"Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant"
DZAS,Dzasampatse,Nepal only,6295,20653,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,1,0,0,2004,Autumn,Oct 18,Slovenia,"Urban Azman, Tadej Golob"
EKRA,Ek Rate Danda,Nepal only,6213,20384,Khumbu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
EVER,Everest,Nepal & China,8850,29035,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1953,Spring,May 29,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa"
FANG,Fang,Nepal only,7647,25089,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1980,Spring,May 17,"Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa"
FIRN,Firnkopf,Nepal only,6730,22080,Saipal,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
FIRW,Firnkopf West,Nepal only,6745,22129,Saipal,Far West-Kanjiroba,Climbed,1,0,0,0,1987,Autumn,Oct 25,"Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa"
GAMA,Gama Peak,Nepal only,7187,23579,Dhaulagiri,Dhaulagiri-Mukut,Climbed,0,1,0,0,1970,Autumn,Oct 25,Japan,"Goro Nabeyama, Katsuhiro Nakashima"
GAN1,Ganesh I,Nepal & China,7422,24350,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1955,Autumn,Oct 24,"Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan"
GAN2,Ganesh II,Nepal only,7118,23353,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1981,Autumn,Oct 16,"W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa"
FUTI,Futi Himal,Nepal only,6425,21079,Damodar,Annapurna-Damodar-Peri,Climbed,0,1,1,0,2014,Spring,May 16,Portugal,"Pedro Guedes Viera, Sandra Lima Dos Reis, Oldemiro Lima Fortunato, Frederico Mohilla Salomao"
GAN3,Ganesh III,Nepal & China,7043,23107,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1979,Autumn,Oct 19,"Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa"
GAN4,Ganesh IV,Nepal only,7104,23307,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1978,Autumn,Oct 20,"Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa"
GAN5,Ganesh V,Nepal & China,6770,22211,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1980,Spring,Apr 21,"Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa"
GAN6,Ganesh VI,Nepal only,6908,22664,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,2000,Spring,May 23,Japan,"Osamu Tanabe, Yasuhiro Hanatani"
GAN7,Ganesh VII,China only,6350,20833,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,0,1,0,0,0,All,Unknown,Unknown,Unclimbed?
GANC,Ganchenpo,Nepal only,6378,20925,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1971,Autumn,OctNov,USA,"Terry Bech, Cheri Bech"
GAND,Gandharva Chuli,Nepal only,6248,20499,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2013,Spring,May 06,Romania,"Cosmin Andron, Christina Pogacean"
GANG,Gangapurna,Nepal only,7455,24459,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1965,Spring,May 06,"W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa"
GANW,Gangapurna West,Nepal only,7140,23425,Annapurna,Annapurna-Damodar-Peri,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
GAUG,Gaugiri,Nepal & China,6110,20046,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2002,Spring,May 28,USA,"Peter Ackroyd, Jim Frush"
